PH,Turbidity,Quality_Score
7.249080237694725,18.777243209710473,2.3569751747231233
8.401428612819831,21.57024807812575,3.1847800186833934
7.96398788362281,34.90915876207631,-7.822947845472169
7.697316968394073,16.900153512096225,5.13623294815519
6.812037280884873,35.437738968426,-10.763780819926968
6.8119890406724055,8.084705084184202,10.526648388918483
6.616167224336399,32.187945302302076,-9.1671408290284
8.232352291549871,34.664167156915774,-7.28963948046189
7.702230023486417,11.363617849306856,10.55110469854242
7.9161451555920905,20.062128633027015,4.13223992644712
6.541168988591605,10.792492113227947,7.88645595685274
8.43981970432399,29.73114451479762,-2.4029717980743017
8.164885281600844,23.737171882157988,1.3164308633155057
6.924678221356553,27.236317134791236,-4.206256650987086
6.863649934414202,11.87704384346739,7.4885508735246855
6.866809019706867,12.411105171834684,7.23925422288062
7.1084844859190754,6.452406392846723,12.47196422583716
7.549512863264476,16.27236373185054,5.62728190302116
7.363890037284231,24.591063146678625,-1.6076813229932179
7.082458280396084,35.02772198990651,-10.082186839005558
7.723705789444759,28.342460661053824,-2.7094010988244337
6.778987721304084,20.2388713189913,1.341923233901949
7.084289297070436,38.35920400379482,-13.604922628332487
7.232723686587383,30.173582020154115,-5.4124548739514
7.412139968434072,37.55578210018925,-11.67335500987518
8.070351922786028,23.465579064525798,1.7037830629172275
6.899347564316719,14.061649617759887,5.545941550560281
7.528468876827223,6.8489340227652695,13.413014930792846
7.684829137724085,30.412969801934768,-4.961441405789149
6.592900825439996,9.245604930193695,8.343465723485208
7.715089703802876,15.597129489518851,7.114154251064202
6.841048247374583,23.63648177593641,-1.1335972983935136
6.630103185970559,24.754580572291168,-3.3157304657473543
8.397771074506666,26.02041189454976,0.8581822360408634
8.431264066149119,10.818936562239521,12.328164168854975
8.116794696232922,18.290809168757704,6.084131671099451
7.109227538346741,26.601797949093836,-4.617654496383769
6.695344228012768,38.94366026218247,-13.207178750057322
7.868466053024314,30.467089819489104,-3.9547776004090207
7.380304987479203,37.29113149828852,-11.524455482059649
6.744076469689558,31.677422040996195,-9.467790971894969
7.49035382022254,25.710093911234015,-1.6981763942781183
6.568777042230437,11.72081791977206,6.323325496221566
8.318640804157564,28.333997816237957,-1.6481694738177117
7.017559963200034,26.818284808596747,-3.704945079295174
7.825044568707964,26.086420966004326,-1.777226935534562
7.123422152178822,22.142505379588428,0.6550345885834977
7.540136042355622,23.502981139624648,0.45074254559242155
7.593420558686559,16.705488449133643,6.107072306053764
6.869708911051054,23.17594424248061,-1.3620542645224059
8.439169255529118,11.91445669874674,10.858595746368547
8.050265646722229,33.18110390761319,-5.9302828731794115
8.378997883128378,11.502193414454773,11.61055427668923
8.289654700855298,7.973820146131325,13.650190563636848
7.69579995762217,20.268610922500507,3.700630839042179
8.343748470046233,28.040760382712165,-0.5235333708028949
6.676985004103839,20.32008887267395,0.415767347630838
6.891965724838291,14.6863946182958,6.56035919476073
6.590454577821076,24.535991436165425,-3.106999340073977
7.150660661526529,17.145081739427,3.970358310191546
7.277354579378964,37.650369154432155,-12.242138102191054
7.042698063547792,37.292579886125026,-11.40877754603417
8.15747501830386,22.58301369902334,1.9372046458470893
7.213506653387179,16.475939790639046,5.220649455944204
7.061869019374761,30.79963448848237,-7.264616959878598
7.585392166316497,6.284953021907333,13.705364616978194
6.781848449949525,21.616915211527793,0.17621380263635855
8.10439396150808,16.771318799461675,6.653911441056183
6.649101287359541,37.218755978589414,-13.354649254182828
8.473773873201035,5.420105954543889,17.414752267954878
8.044489538593314,24.34852065014222,1.4311059729803177
6.897431363068344,30.92322533733191,-7.172656960552553
6.511044234247205,21.975629563341442,-1.6302779528671154
8.130922856909669,7.989106055695258,13.680718048069176
7.913714687695235,39.03614865097658,-11.40467456967316
7.958014336081975,23.130365098163427,1.5512087926370233
8.042540693371892,26.496518551165398,-1.5847960625724746
6.648089303468181,13.281342394762756,6.35666831265018
7.216931457088545,21.922432978738133,0.5471389245506565
6.731738119050259,20.020232218541267,-0.04469463652643002
8.226206851751186,7.621354470069431,14.003970312092054
7.746596253655116,8.715612374161353,12.141936397982874
7.161796049705298,34.31153818665711,-9.58116926948297
6.6271167005720475,13.39369832723066,6.797472487397587
7.121964643431324,11.823539502452068,8.465165659686471
7.150366644053494,22.671900793754872,-0.6819899698194756
7.959212356676128,31.906149597687953,-5.516573384306465
7.7751149427104265,7.168128150264577,13.527240962837464
8.274425485152653,25.188277187338954,0.697821082777241
7.444429850323899,9.172365499420067,11.563466069791499
6.739188491876604,6.276136778896646,12.431677130186161
7.92648957444599,6.8460383256776085,14.327250027737872
8.021570097233795,34.19574378729544,-6.483189522951954
7.622554395138993,9.129036926982154,12.207167777529852
8.041934359909122,6.580297754430218,14.486877923822536
7.4875911927287815,20.32649605000193,3.562708974694644
7.545465658763988,34.53977151797086,-8.604655810831671
7.355082036717099,14.184293177125568,6.622708298106174
6.55083825348819,19.759941613407072,1.3955988686100285
6.7157828539866085,6.397288639731293,12.71051501578071
6.562858371373468,20.717747994720654,-0.18356509920263267
7.772820822527561,25.216457822299677,-0.9929393317086387
7.128711962152654,24.98174688132507,-2.2498050784052555
7.517141382329406,16.63493422610278,5.842271938700141
8.315132947852186,16.043661323209744,8.591831638577927
6.99858445829775,8.731826662780925,10.796243480951423
7.320765846071259,17.837941222619392,4.082423241318518
8.011102277086097,8.482313410553763,13.990910849424445
6.957596330983245,31.830858064921806,-8.227113861005096
6.653959819657586,38.81960042118651,-13.905321118621792
7.079502905827536,38.95260598333474,-13.607358921274594
6.822442574508009,35.277488478138785,-10.950372867235561
8.359395304685146,26.02772522688667,0.01952679780829901
8.116240759128834,29.530299403535796,-3.361563716332958
7.766807513020847,14.982203093814492,7.242563048769421
8.242921180375436,27.07696470604172,-0.381841798304443
8.107344153798229,20.94773423039571,3.1437099811247378
6.8731401177720715,21.870606892192637,-0.6837513455982853
8.285117996979956,31.52217961313053,-3.444451915131979
7.578684483831301,14.867142445903808,7.541921035182372
8.114880310328125,16.131386409308195,6.189534799027237
8.292182599846987,37.36246268950228,-9.44214302158956
7.136006949943727,6.967850319784029,11.359742450251069
6.720103849055354,21.997200444466912,-1.2728460796427725
6.955870325083883,36.94802801427516,-13.738003931827441
7.354215577252512,26.362705273635495,-2.7731200646240897
8.136029531844986,24.124247597424624,0.4697048420921094
8.221461166512686,13.741046273027433,9.590768526257985
6.513904261062382,17.01464211725569,1.8604863294101388
7.521494605155132,34.82169455316425,-9.012163203057552
7.334822006297558,24.572634611896035,-1.5285108128330962
6.944215620941461,23.015976781487296,-0.30126589024188866
6.739730734667366,8.485289973901011,10.766773288420417
7.1752303428072555,5.560985475929309,13.881960277779832
8.38581940782504,38.728981604046716,-10.181943654005384
7.14640586404151,18.194515855039455,4.303092173702357
7.537581243486732,26.11245717348265,-2.822530268989199
7.906037917790355,7.790027561554975,12.831293430450078
7.227259204758588,28.90900000030663,-5.10094353829337
8.443564165441922,37.639834804708634,-7.875938375701546
8.424894589884222,25.14828385490969,0.8424399373477565
7.003564591650728,9.414036283139371,9.886059831010682
7.494497011784771,25.360253461571684,-2.272915417851325
7.101756619633539,31.82215245866283,-7.230365625211228
7.069680988754936,19.224578780090653,2.7711275749794955
6.573773894709065,35.794321177951375,-11.806484604888485
7.719128667959794,27.703903367507756,-3.1799113605304017
7.505358046457723,36.47371214012209,-10.768927980139866
6.6029575024999785,26.822685893656804,-5.597316083877981
7.057292928473223,9.595079020168848,10.009105355928444
8.316531771933308,15.83920988868162,7.579757854248721
6.979123781333945,12.062823188835992,7.208842649641423
6.789789744182446,36.808927420090185,-12.684512934071375
7.478905520555126,31.614002355061892,-6.838516170253806
8.4713009082212,28.67394291185021,-2.029891323338146
6.984110543023001,15.533821187106758,5.266441706292227
7.8442710948117575,11.441567021757473,10.496948020698555
8.023239230657435,31.475788079611913,-5.266610402301502
6.9752750879848,21.595528105767787,0.2532716995035098
7.956432697223719,12.902634325272018,9.073210762289367
7.235566265438506,26.581769235784627,-3.1238604130765983
7.764611661187159,6.411684824845819,14.357482539513558
7.76705942152179,16.415958894488874,5.533358008534635
7.571549368149517,21.399494810689713,2.3071244490072034
6.680579540108816,10.178541693829205,8.117898642595177
8.170604991178475,39.46290671567939,-11.098657994994104
7.141560129943471,12.3184077606365,8.581379986617113
6.873037020799709,9.562359551514295,9.99554328964477
6.581550283109528,12.123720586041374,6.772065933225136
7.681785886376484,31.917139660590347,-6.510496513972105
7.855128723684565,19.8926980745145,4.197419303887598
6.533175657855712,24.78955789133883,-3.1613596795274757
7.524186116598562,5.735320494522626,13.91302638585624
6.9529915503958755,6.20509580006601,12.020955412436036
7.7903455808189,20.603894243945568,1.9565709660427928
6.848732858009983,33.582933512056826,-9.667498743778713
7.881875476204932,35.98336075476478,-9.123348785808695
7.273470692601075,8.034729865847407,12.323988526146032
8.37345997747347,23.8427085735358,2.039010631595219
6.7750418882919865,36.96303901977447,-11.965711898003269
7.1821327021005175,18.57904640392602,2.74341251815239
