time,pressure
2023-10-01 00:00:00,0.5106761596717152
2023-10-01 00:01:00,0.4885214902145061
2023-10-01 00:02:00,0.49703850416050954
2023-10-01 00:03:00,0.49386074145857045
2023-10-01 00:04:00,0.5102066700020685
2023-10-01 00:05:00,0.5136057025037745
2023-10-01 00:06:00,0.5289286261849759
2023-10-01 00:07:00,0.49529697861031147
2023-10-01 00:08:00,0.4921752293140368
2023-10-01 00:09:00,0.4688357724521948
2023-10-01 00:10:00,0.5047775435575018
2023-10-01 00:11:00,0.49876741758212956
2023-10-01 00:12:00,0.5211522578251817
2023-10-01 00:13:00,0.5077759086590479
2023-10-01 00:14:00,0.5403845765619755
2023-10-01 00:15:00,0.5210828201312672
2023-10-01 00:16:00,0.5240276858816497
2023-10-01 00:17:00,0.5037089781935755
2023-10-01 00:18:00,0.5256611217143832
2023-10-01 00:19:00,0.5276835306663077
2023-10-01 00:20:00,0.5411235034864523
2023-10-01 00:21:00,0.5445065550507114
2023-10-01 00:22:00,0.5289636627676108
2023-10-01 00:23:00,0.5228772451072771
2023-10-01 00:24:00,0.5158405595308511
2023-10-01 00:25:00,0.5066125323072962
2023-10-01 00:26:00,0.5300690222840196
2023-10-01 00:27:00,0.49185931500955443
2023-10-01 00:28:00,0.5361344875422656
2023-10-01 00:29:00,0.5347428721941286
2023-10-01 00:30:00,0.5263953196505461
2023-10-01 00:31:00,0.5381160921518239
2023-10-01 00:32:00,0.5568241471986081
2023-10-01 00:33:00,0.5413380419087885
2023-10-01 00:34:00,0.5179687451654831
2023-10-01 00:35:00,0.5495831638853812
2023-10-01 00:36:00,0.5540260763371991
2023-10-01 00:37:00,0.5154852606737584
2023-10-01 00:38:00,0.5493463391616442
2023-10-01 00:39:00,0.5364441796450379
2023-10-01 00:40:00,0.5609833962974788
2023-10-01 00:41:00,0.5724882001556393
2023-10-01 00:42:00,0.536944029959216
2023-10-01 00:43:00,0.5814892290621382
2023-10-01 00:44:00,0.5920904328071417
2023-10-01 00:45:00,0.5500260485866577
2023-10-01 00:46:00,0.5647373643790417
2023-10-01 00:47:00,0.5412180771577579
2023-10-01 00:48:00,0.55490723629587
2023-10-01 00:49:00,0.5440443422125767
2023-10-01 00:50:00,0.5388938270237613
2023-10-01 00:51:00,0.5566229851193565
2023-10-01 00:52:00,0.551071314122767
2023-10-01 00:53:00,0.5461282031062953
2023-10-01 00:54:00,0.5617438451697793
2023-10-01 00:55:00,0.5796950736938116
2023-10-01 00:56:00,0.5635790915069394
2023-10-01 00:57:00,0.5872014947333505
2023-10-01 00:58:00,0.5740800963217648
2023-10-01 00:59:00,0.565097543725337
2023-10-01 01:00:00,0.5345598400454707
2023-10-01 01:01:00,0.5648832644263663
2023-10-01 01:02:00,0.546125287632113
2023-10-01 01:03:00,0.5597534395554613
2023-10-01 01:04:00,0.5466740255608923
2023-10-01 01:05:00,0.5811382192501681
2023-10-01 01:06:00,0.5294366385425584
2023-10-01 01:07:00,0.5549827269394739
2023-10-01 01:08:00,0.5871460341425502
2023-10-01 01:09:00,0.6179407060502549
2023-10-01 01:10:00,0.6037595530887804
2023-10-01 01:11:00,0.6108785480915078
2023-10-01 01:12:00,0.607820223030414
